wave,line
10765.144,1.73E-06
10765.229,5.79E-10
10765.723,2.51E-06
10766.07,2.51E-06
10766.359,3.88E-09
10766.744,5.79E-10
10769.271,3.88E-09
10775.024,6.49E+01
10775.095,6.49E+01
10795.124,1.74E-01
10795.824,2.12E-03
10795.957,1.74E-01
10796.507,8.58E-08
10796.626,8.58E-08
10797.194,2.12E-03
10797.259,1.23E-07
10797.73,1.23E-07
10803.723,2.86E-01
10804.593,3.30E-03
10805.146,2.86E-01
10807.057,3.30E-03
10810.846,5.07E-09
10812.846,5.07E-09
10814.852,7.18E-09
10817.639,7.18E-09
10832.243,4.99E+01
10832.271,4.99E+01
10833.491,3.46E-09
10833.7,3.46E-09
10834.283,4.63E+02
10834.296,4.63E+02
10834.346,4.89E-09
10834.421,7.57E-12
10834.945,4.89E-09
10835.522,7.57E-12
10836.815,1.75E-11
10838.514,1.75E-11
10840.76,1.52E+01
10840.801,1.52E+01
10844.669,1.69E+02
10844.717,1.69E+02
10854.771,5.98E+00
10854.807,5.98E+00
10859.577,5.69E+01
10859.679,5.69E+01
10872.907,9.69E-11
10874.105,2.15E+00
10874.114,2.15E+00
10874.858,9.69E-11
10876.195,1.15E-10
10876.493,1.15E-10
10878.981,2.44E-02
10879.201,1.67E+01
10879.376,1.67E+01
10880.003,2.44E-02
10886.604,3.82E-02
10888.261,3.82E-02
10898.609,1.01E+02
10898.613,6.48E-01
10898.648,6.48E-01
10898.751,1.01E+02
10903.69,4.12E+00
10903.955,4.12E+00
10910.648,2.88E-04
10911.795,2.06E-13
10912.302,2.88E-04
10913.038,2.06E-13
10918.808,4.36E-04
10921.575,1.58E-10
10921.669,4.36E-04
10923.811,1.58E-10
10925.271,2.21E-10
10926.349,3.36E+02
10926.511,3.36E+02
10928.259,1.60E-01
10928.338,2.21E-10
10928.354,1.60E-01
10933.164,8.48E-01
10933.533,8.48E-01
10951.316,1.28E+02
10951.381,1.28E+02
10963.063,3.17E-02
10963.234,3.17E-02
10967.725,1.45E-01
10968.213,1.45E-01
10968.427,2.66E-03
10969.649,2.66E-03
10975.177,3.62E+02
10975.247,4.08E-03
10975.484,3.62E+02
10977.151,4.08E-03
11003.077,5.08E-03
11003.34,5.08E-03
11007.472,2.03E-02
11008.095,2.03E-02
11009.269,1.01E+02
11009.318,1.01E+02
11029.576,2.47E+02
11030.053,2.47E+02
11034.59,3.30E-05
11036.56,3.30E-05
11038.562,3.94E-12
11041.034,3.94E-12
11042.22,4.90E-05
11045.52,4.90E-05
11048.383,6.51E-04
11048.749,6.51E-04
11052.511,2.34E-03
11053.283,2.34E-03
11063.66,2.32E-04
11065.097,2.32E-04
11069.812,3.47E-04
11071.979,3.47E-04
11072.363,5.67E+01
11072.551,5.67E+01
11089.688,1.24E+02
11090.35,1.24E+02
11099.083,6.83E-05
11099.568,6.83E-05
11102.958,2.23E-04
11103.896,2.23E-04
11140.74,2.38E+01
11141.083,2.38E+01
11155.302,5.80E-06
11155.604,4.72E+01
11155.92,5.80E-06
11156.465,4.72E+01
11158.942,1.74E-05
11160.059,1.74E-05
11164.891,1.61E-05
11166.553,1.61E-05
11168.216,3.23E-06
11170.481,2.36E-05
11170.539,3.23E-06
11172.923,2.36E-05
11175.383,4.71E-06
11179.171,4.71E-06
11214.548,7.63E+00
11215.058,7.63E+00
11217.182,3.96E-07
11217.945,3.96E-07
11220.608,1.11E-06
11221.917,1.11E-06
11227.411,1.41E+01
11228.483,1.41E+01
11272.344,8.93E-07
11274.241,8.93E-07
11277.459,1.29E-06
11280.187,1.29E-06
11284.885,2.25E-08
11285.805,2.25E-08
11288.118,5.93E-08
11288.134,3.46E+00
11288.25,3.46E+00
11289.631,5.93E-08
11290.625,6.82E-01
11290.681,6.82E-01
11290.735,1.97E+00
11290.948,1.97E+00
11291.088,1.40E+01
11291.245,1.40E+01
11291.987,4.07E-01
11292.195,4.07E-01
11293.969,1.90E+00
11294.658,1.90E+00
11295.455,7.49E+00
11295.651,7.49E+00
11298.654,1.08E-01
11298.68,1.08E-01
11299.159,6.70E-02
11299.345,6.70E-02
11299.353,4.45E+01
11299.528,4.45E+01
11305.209,3.29E+00
11306.256,2.21E+01
11306.414,2.21E+01
11306.509,3.29E+00
11312.168,2.71E-07
11312.252,8.82E-03
11312.283,1.37E-02
11312.396,8.82E-03
11312.407,1.37E-02
11312.765,1.09E+02
11312.937,1.09E+02
11314.885,2.71E-07
11318.928,3.90E-07
11323.258,3.90E-07
11323.317,4.94E+01
11323.415,4.94E+01
11331.121,1.98E+02
11331.266,1.98E+02
11331.303,9.36E-04
11331.39,9.36E-04
11331.682,1.42E-03
11331.924,1.42E-03
11346.877,7.99E+01
11346.894,7.99E+01
11354.187,2.29E+02
11354.283,2.29E+02
11356.383,8.07E-05
11356.397,8.07E-05
11356.974,1.20E-04
11357.351,1.20E-04
11358.595,1.02E-09
11359.68,1.02E-09
11361.654,2.58E-09
11363.377,2.58E-09
11377.1,8.14E+01
11377.171,8.14E+01
11379.201,3.70E-01
11380.084,3.70E-01
11386.262,3.99E-08
11387.521,5.67E-06
11387.595,5.67E-06
11388.293,8.26E-06
11388.402,3.99E-08
11388.823,8.26E-06
11389.122,6.12E-01
11390.664,6.12E-01
11390.972,5.66E-08
11393.993,5.66E-08
11424.889,3.27E-07
11425.064,3.27E-07
11425.794,4.69E-07
11426.494,4.69E-07
11437.748,6.13E+01
11437.78,6.13E+01
11438.514,3.97E-11
11439.768,3.97E-11
11439.933,5.72E+02
11439.947,5.72E+02
11441.42,9.31E-11
11443.356,9.31E-11
11447.211,1.89E+01
11447.261,1.89E+01
11451.577,2.14E+02
11451.631,2.14E+02
11462.806,7.63E+00
11462.85,7.63E+00
11467.17,1.96E-08
11468.268,7.47E+01
11468.384,7.47E+01
11468.654,1.56E-08
11468.944,1.56E-08
11469.646,2.20E-08
11470.328,1.96E-08
11470.457,5.68E-02
11470.532,2.20E-08
11471.548,5.68E-02
11479.295,9.05E-02
11481.097,9.05E-02
11484.358,2.84E+00
11484.374,2.84E+00
11490.22,2.29E+01
11490.42,2.29E+01
11506.905,1.44E-09
11508.538,1.23E+02
11508.694,1.23E+02
11509.294,1.44E-09
11511.27,2.02E-09
11511.72,9.02E-01
11511.754,9.02E-01
11514.588,2.02E-09
11517.607,5.96E+00
11517.911,5.96E+00
11519,6.14E-10
11519.417,6.14E-10
11524.869,1.22E-12
11526.291,1.22E-12
11538.706,4.13E+02
11538.876,4.13E+02
11544.848,2.36E-01
11544.949,2.36E-01
11550.574,1.31E+00
11550.999,1.31E+00
11565.21,1.60E+02
11565.288,1.60E+02
11567.959,6.95E-03
11569.273,6.95E-03
11575.903,1.07E-02
11577.98,1.07E-02
11583.779,5.06E-02
11583.965,5.06E-02
11589.248,2.41E-01
11589.811,2.41E-01
11591.522,4.55E+02
11591.847,4.55E+02
11627.826,1.30E+02
11627.867,1.30E+02
11628.583,8.83E-03
11628.867,8.83E-03
11633.756,3.68E-02
11634.475,3.68E-02
11634.562,4.21E-11
11637.193,4.21E-11
11650.492,3.21E+02
11651,3.21E+02
11671.947,6.80E-04
11673.499,6.80E-04
11679.146,1.02E-03
11679.362,1.26E-03
11679.761,1.26E-03
11681.516,1.02E-03
11684.233,4.68E-03
11685.126,4.68E-03
11696.254,7.60E+01
11696.442,7.60E+01
11715.795,1.67E+02
11716.507,1.67E+02
11736.25,1.46E-04
11736.778,1.46E-04
11740.829,4.94E-04
11741.913,4.94E-04
11770.65,3.36E+01
11771.005,3.36E+01
11782.677,5.35E-05
11784.48,5.35E-05
11787.563,6.75E+01
11788.495,6.75E+01
11789.248,7.88E-05
11791.927,7.88E-05
11799.405,1.39E-05
11800.08,1.39E-05
11803.708,4.34E-05
11805.004,4.34E-05
11851.176,1.15E+01
11851.711,1.15E+01
11865.919,2.14E+01
11867.087,2.14E+01
11869.014,1.08E-06
11869.85,1.08E-06
11873.058,3.16E-06
11874.585,3.16E-06
11900.425,3.40E-06
11902.494,3.40E-06
11906.466,4.92E-06
11909.467,4.92E-06
11938.036,3.08E+00
11938.766,3.08E+00
11945.284,7.04E-08
11946.299,7.04E-08
11949.088,1.91E-07
11950.868,1.91E-07
11950.998,5.40E+00
11952.418,5.40E+00
11967.885,5.31E+00
11967.958,5.31E+00
11968.798,1.99E+01
11968.927,1.99E+01
11970.554,2.99E+00
11970.777,2.99E+00
11973.168,1.14E+00
11973.176,1.14E+00
11973.451,1.05E+01
11973.662,1.05E+01
11974.444,6.75E-01
11974.656,6.75E-01
11975.754,5.91E+01
11975.914,5.91E+01
11983.237,2.90E+01
11983.41,2.90E+01
11984.708,2.00E-01
11984.819,2.00E-01
11985.088,1.23E-01
11985.266,1.23E-01
11988.565,1.37E+02
11988.729,1.37E+02
12000.086,6.14E+01
12000.196,6.14E+01
12002.507,1.81E-02
12002.63,1.81E-02
12002.725,2.85E-02
12002.963,2.85E-02
12007.008,2.38E+02
12007.148,2.38E+02
12024.232,9.51E+01
12024.259,9.51E+01
12025.494,1.76E-07
12026.773,2.18E-03
12026.82,2.18E-03
12027.372,3.33E-03
12027.761,3.33E-03
12027.84,1.76E-07
12028.455,3.75E-09
12029.666,3.75E-09
12030.837,2.66E+02
12030.933,2.66E+02
12031.085,2.51E-07
12031.464,6.53E-01
12032.035,9.72E-09
12032.401,6.53E-01
12034.091,9.72E-09
12034.419,2.51E-07
12042.96,1.09E+00
12044.65,1.09E+00
12055.844,9.39E+01
12055.912,9.39E+01
12057.948,2.14E-04
12057.997,2.14E-04
12058.819,3.20E-04
12059.383,3.20E-04
12096.164,1.74E-05
12096.328,1.74E-05
12097.255,2.55E-05
12098.017,2.55E-05
12118.793,1.68E-10
12120.217,1.68E-10
12120.367,6.92E+01
12120.406,6.92E+01
12122.165,4.14E-10
12122.632,6.49E+02
12122.648,6.49E+02
12124.519,4.14E-10
12131.036,2.16E+01
12131.098,2.16E+01
12131.711,1.11E-01
12132.872,1.11E-01
12135.893,2.49E+02
12135.952,2.49E+02
12141.653,1.17E-06
12141.952,1.17E-06
12141.995,1.78E-01
12142.893,1.69E-06
12143.875,1.69E-06
12143.975,1.78E-01
12148.646,8.93E+00
12148.705,8.93E+00
12154.871,9.02E+01
12154.999,9.02E+01
12158.217,7.43E-09
12160.844,7.43E-09
12163.423,1.05E-08
12167.096,1.05E-08
12173.025,3.46E+00
12173.056,3.46E+00
12179.811,2.89E+01
12180.034,2.89E+01
12194.639,6.58E-08
12195.092,6.58E-08
12195.974,9.36E-08
12196.3,1.39E+02
12196.472,1.39E+02
12197.202,9.36E-08
12204.039,1.15E+00
12204.063,1.15E+00
12210.918,7.97E+00
12211.262,7.97E+00
12216.596,6.27E-12
12218.253,6.27E-12
12229.206,4.67E+02
12229.382,4.67E+02
12239.049,1.51E-02
12240.451,1.51E-02
12241.623,3.22E-01
12241.721,3.22E-01
12248.32,2.34E-02
12248.372,1.87E+00
12248.855,1.87E+00
12250.613,2.34E-02
12255.382,3.10E-09
12256.009,3.10E-09
12257.681,1.83E+02
12257.777,1.83E+02
12285.844,7.45E-02
12286.037,7.45E-02
12286.819,5.26E+02
12287.158,5.26E+02
12292.336,3.71E-01
12292.981,3.71E-01
12298.956,2.58E-10
12301.864,2.58E-10
12325.901,1.54E+02
12325.925,1.54E+02
12336.797,1.42E-02
12337.104,1.42E-02
12342.976,6.19E-02
12343.805,6.19E-02
12351.329,3.83E+02
12351.865,3.83E+02
12353.772,1.66E-03
12355.435,1.66E-03
12362.191,2.51E-03
12364.82,2.51E-03
12394.621,2.23E-03
12395.062,2.23E-03
12400.469,8.69E-03
12400.789,9.39E+01
12400.967,9.39E+01
12401.505,8.69E-03
12422.967,2.09E+02
12423.727,2.09E+02
12459.492,2.91E-04
12460.085,2.91E-04
12465.014,1.02E-03
12466.279,1.02E-03
12476.199,1.48E-04
12478.142,1.48E-04
12482.53,4.38E+01
12482.885,4.38E+01
12483.892,2.20E-04
12486.886,2.20E-04
12501.915,8.89E+01
12502.919,8.89E+01
12531.622,3.12E-05
12532.389,3.12E-05
12536.832,1.01E-04
12538.354,1.01E-04
12571.304,1.60E+01
12571.855,1.60E+01
12588.345,3.01E+01
12589.613,3.01E+01
12606.679,1.09E-05
12608.925,1.09E-05
12611.259,2.79E-06
12612.221,2.79E-06
12613.747,1.58E-05
12616.175,8.38E-06
12617.137,1.58E-05
12617.98,8.38E-06
12667.352,4.62E+00
12668.117,4.62E+00
12682.442,8.19E+00
12683.997,8.19E+00
12698.686,2.08E-07
12699.865,2.08E-07
12703.326,5.86E-07
12705.444,5.86E-07
12745.595,6.53E-07
12747.917,2.67E+01
12748.001,2.67E+01
12748.171,6.53E-07
12750.124,7.72E+00
12750.127,7.72E+00
12752.121,9.35E-07
12752.731,7.44E+01
12752.82,4.30E+00
12752.863,7.44E+01
12752.876,1.40E+01
12753.065,4.30E+00
12753.114,1.40E+01
12755.939,9.35E-07
12759.447,1.82E+00
12759.556,1.82E+00
12760.643,1.06E+00
12760.866,1.06E+00
12760.893,3.61E+01
12761.093,3.61E+01
12764.344,1.63E+02
12764.492,1.63E+02
12770.952,1.07E+00
12771.951,1.07E+00
12776.159,3.50E-01
12776.341,2.13E-01
12776.41,3.50E-01
12776.515,2.13E-01
12777.032,7.22E+01
12777.167,7.22E+01
12782.5,2.71E+02
12782.634,2.71E+02
12784.423,1.81E+00
12786.286,1.81E+00
12794.224,1.30E-08
12795.646,1.30E-08
12798.607,3.46E-08
12799.978,3.51E-02
12800.075,3.51E-02
12800.465,5.56E-02
12800.89,5.56E-02
12801.071,3.46E-08
12801.521,1.07E+02
12801.565,1.07E+02
12806.937,2.92E+02
12807.03,2.92E+02
12831.672,4.76E-03
12831.678,4.76E-03
12832.583,7.33E-03
12833.215,7.33E-03
12834.534,1.03E+02
12834.594,1.03E+02
12871.483,5.36E-04
12871.619,5.36E-04
12872.757,8.05E-04
12873.629,8.05E-04
12882.417,2.00E-01
12883.669,2.00E-01
12893.37,3.24E-08
12894.535,3.25E-01
12896.306,3.24E-08
12896.733,3.25E-01
12898.239,6.86E-10
12899.419,4.59E-08
12899.932,6.86E-10
12902.384,1.73E-09
12903.508,7.39E+01
12903.557,7.39E+01
12903.705,4.59E-08
12905.227,1.73E-09
12905.702,6.96E+02
12905.721,6.96E+02
12915.759,2.33E+01
12915.84,2.33E+01
12919.739,5.03E-05
12920.035,5.03E-05
12921.099,2.74E+02
12921.165,2.74E+02
12921.26,7.41E-05
12922.408,7.41E-05
12936.017,9.90E+00
12936.101,9.90E+00
12943.104,1.03E+02
12943.249,1.03E+02
12964.116,3.98E+00
12964.173,3.98E+00
12971.998,3.46E+01
12972.256,3.46E+01
12976.724,3.96E-06
12977.207,3.96E-06
12978.407,5.73E-06
12979.868,5.73E-06
12985.55,1.49E+02
12985.742,1.49E+02
12999.953,1.40E+00
12999.953,1.40E+00
13002.088,3.05E-02
13003.614,3.05E-02
13008.035,1.01E+01
13008.433,1.01E+01
13011.145,3.04E-11
13013.069,4.78E-02
13013.136,3.04E-11
13015.633,4.78E-02
13021.544,4.99E+02
13021.726,4.99E+02
13042.771,2.63E-07
13043.426,4.16E-01
13043.473,2.63E-07
13043.509,4.16E-01
13044.555,3.75E-07
13046.369,3.75E-07
13050.473,1.34E-09
13051.44,2.54E+00
13052.006,2.54E+00
13052.679,2.00E+02
13052.801,2.00E+02
13053.801,1.34E-09
13085.086,5.76E+02
13085.443,5.76E+02
13094.657,1.04E-01
13094.849,1.04E-01
13102.433,5.43E-01
13103.193,5.43E-01
13118.277,1.48E-08
13119.227,1.48E-08
13127.821,1.73E+02
13127.823,1.73E+02
13130.338,3.79E-03
13132.164,3.79E-03
13140.356,5.78E-03
13143.318,5.78E-03
13153.783,2.17E-02
13154.107,2.17E-02
13156.507,4.34E+02
13157.079,4.34E+02
13161.235,9.90E-02
13162.221,9.90E-02
13210.769,1.10E+02
13210.927,1.10E+02
13220.998,3.76E-03
13221.479,3.76E-03
13228.094,1.53E-02
13229.335,1.53E-02
13236.105,2.48E+02
13236.927,2.48E+02
13267.579,3.87E-04
13269.735,3.87E-04
13276.776,5.77E-04
13280.173,5.77E-04
13296.547,5.46E-04
13297.211,5.46E-04
13301.744,5.42E+01
13302.09,5.42E+01
13303.28,2.01E-03
13304.812,2.01E-03
13324.135,1.11E+02
13325.231,1.11E+02
13380.726,6.63E-05
13381.6,6.63E-05
13387.105,2.24E-04
13388.963,2.24E-04
13400.967,2.11E+01
13401.526,2.11E+01
13414.271,3.26E-05
13416.787,3.26E-05
13420.836,4.03E+01
13422.235,4.03E+01
13422.758,4.77E-05
13426.632,4.77E-05
13473.879,6.78E-06
13474.994,6.78E-06
13479.921,2.12E-05
13482.145,2.12E-05
13508.731,6.61E+00
13509.527,6.61E+00
13526.471,1.19E+01
13528.201,1.19E+01
13570.917,2.29E-06
13573.831,2.29E-06
13576.406,5.85E-07
13577.796,5.85E-07
13578.786,3.30E-06
13582.129,1.71E-06
13583.187,3.30E-06
13584.764,1.71E-06
13625.389,1.67E+00
13626.444,1.67E+00
13641.334,2.86E+00
13643.429,2.86E+00
13664.103,3.35E+01
13664.103,3.35E+01
13665.413,8.71E+01
13665.49,8.71E+01
13669.401,1.73E+01
13669.696,1.73E+01
13671.065,1.05E+01
13671.179,1.05E+01
13673.844,5.76E+00
13674.134,5.76E+00
13674.406,4.18E+01
13674.666,4.18E+01
13674.83,1.81E+02
13674.946,1.81E+02
13686.647,2.69E+00
13686.911,2.69E+00
13687.687,1.56E+00
13687.938,1.56E+00
13688.766,4.28E-08
13688.994,7.92E+01
13689.185,7.92E+01
13690.466,4.28E-08
13692.057,2.86E+02
13692.174,2.86E+02
13694.187,1.18E-07
13697.281,1.18E-07
13710.978,3.47E-01
13711.125,5.73E-01
13711.155,3.47E-01
13711.572,5.73E-01
13713.377,1.12E+02
13713.466,1.12E+02
13716.791,2.98E+02
13716.878,2.98E+02
13738.085,1.34E-07
13741.439,1.34E-07
13743.847,6.38E-02
13743.917,6.38E-02
13744.783,1.02E-01
13745.41,1.91E-07
13745.449,1.02E-01
13747.749,1.04E+02
13747.779,1.04E+02
13750.391,1.91E-07
13751.336,3.46E-01
13752.679,3.46E-01
13765.771,5.67E-01
13768.264,5.67E-01
13786.433,9.82E-03
13786.501,9.82E-03
13787.939,1.52E-02
13788.859,1.52E-02
13811.479,2.67E-09
13813.531,2.67E-09
13816.615,6.99E-09
13820.225,6.99E-09
13821.925,7.37E+01
13821.996,7.37E+01
13823.75,6.97E+02
13823.771,6.97E+02
13836.329,2.36E+01
13836.451,2.36E+01
13838.979,1.27E-03
13839.218,1.27E-03
13840.946,1.92E-03
13842.074,2.82E+02
13842.152,2.82E+02
13842.155,1.92E-03
13860.198,1.03E+01
13860.335,1.03E+01
13868.232,1.10E+02
13868.408,1.10E+02
13887.021,5.88E-02
13888.679,5.88E-02
13893.38,4.28E+00
13893.494,4.28E+00
13900.174,9.31E-02
13901.904,1.38E-04
13902.347,1.38E-04
13902.563,3.88E+01
13902.874,3.88E+01
13903.107,9.31E-02
13904.205,2.04E-04
13905.737,2.04E-04
13910.625,2.06E-05
13911.142,2.06E-05
13911.435,1.49E+02
13911.661,1.49E+02
13911.694,4.12E-04
13911.902,1.42E-05
13912.278,4.12E-04
13912.507,1.42E-05
13913.587,2.78E-04
13914.213,2.78E-04
13915.731,8.12E-07
13916.162,8.12E-07
13916.406,6.60E-09
13916.535,5.68E-07
13917.099,5.68E-07
13918.882,6.41E-03
13919.514,6.41E-03
13920.249,6.60E-09
13921.586,4.24E-03
13922.215,4.24E-03
13927.073,2.52E-08
13927.4,2.52E-08
13927.508,1.78E-08
13928.012,1.78E-08
13932.132,7.76E-02
13932.793,7.76E-02
13935.793,1.58E+00
13935.846,1.58E+00
13935.925,4.99E-02
13936.536,4.99E-02
13944.721,6.18E-10
13944.863,4.42E-10
13944.925,6.18E-10
13945.145,1.42E-10
13945.289,4.42E-10
13945.387,1.20E+01
13945.87,1.20E+01
13947.591,1.42E-10
13950.914,4.99E+02
13951.105,4.99E+02
13951.385,7.27E-01
13952.056,7.27E-01
13956.661,4.50E-01
13957.235,4.50E-01
13968.658,8.71E-12
13968.985,8.71E-12
13975.627,1.27E-05
13976.304,1.27E-05
13976.567,5.23E+00
13977.228,5.23E+00
13978.17,1.85E-05
13980.063,1.85E-05
13983.904,3.09E+00
13984.418,3.09E+00
13985.809,2.04E+02
13985.981,2.04E+02
13987.409,5.05E-01
13987.453,5.05E-01
13997.005,3.23E+00
13997.695,3.23E+00
14007.583,2.87E+01
14008.21,2.87E+01
14017.83,1.60E+01
14018.259,1.60E+01
14022.035,5.91E+02
14022.417,5.91E+02
14032.938,8.26E-03
14034.946,8.26E-03
14044.287,1.19E+02
14044.858,1.19E+02
14044.999,1.27E-02
14048.303,1.36E-01
14048.42,1.27E-02
14048.476,1.36E-01
14057.721,7.50E-01
14058.65,7.50E-01
14058.708,6.14E+01
14059.022,6.14E+01
14060.639,1.00E-06
14061.584,1.00E-06
14063.359,1.44E-06
14065.652,1.44E-06
14069.768,1.82E+02
14069.825,1.82E+02
14086.468,3.63E+02
14086.954,3.63E+02
14102.385,4.62E+02
14103.009,4.62E+02
14106.921,1.71E+02
14107.094,1.71E+02
14118.731,3.11E-02
14119.064,3.11E-02
14127.853,1.50E-01
14129.057,1.50E-01
14133.816,7.87E+02
14134.188,7.87E+02
14157.514,6.75E-08
14158.76,6.75E-08
14162.957,3.30E+02
14162.963,3.30E+02
14163.182,1.21E+02
14163.288,1.21E+02
14185.939,1.05E+03
14186.174,1.05E+03
14189.644,9.66E-04
14192.042,9.66E-04
14192.358,2.76E+02
14193.267,2.76E+02
14198.978,5.99E-03
14199.504,5.99E-03
14200.767,1.45E-03
14204.727,1.45E-03
14207.749,2.56E-02
14209.262,2.56E-02
14227.119,3.82E+02
14227.284,3.82E+02
14266.201,6.32E+01
14266.511,6.32E+01
14289.395,9.75E-04
14290.146,9.75E-04
14292.311,1.31E+02
14293.537,1.31E+02
14297.805,3.77E-03
14299.663,3.77E-03
14341.99,3.16E+02
14342.02,3.16E+02
14344.434,2.88E+03
14344.451,2.88E+03
14352.25,9.24E+01
14352.293,9.24E+01
14356.69,9.73E+02
14356.749,9.73E+02
14357.76,9.44E-05
14360.593,9.44E-05
14368.067,1.39E-04
14369.067,3.38E+01
14369.098,3.38E+01
14372.63,1.39E-04
14374.351,2.96E+02
14374.476,2.96E+02
14379.164,2.64E+01
14379.712,2.64E+01
14390.406,1.35E-04
14391.416,1.35E-04
14392.186,1.08E+01
14392.19,1.08E+01
14397.649,7.60E+01
14397.858,7.60E+01
14398.462,4.76E-04
14400.705,4.76E-04
14402.592,5.10E+01
14404.172,5.10E+01
14421.402,2.78E+00
14421.461,2.78E+00
14426.749,1.60E+01
14427.06,1.60E+01
14456.684,5.67E-01
14456.813,5.67E-01
14461.767,2.72E+00
14462.194,2.72E+00
14468.987,6.42E+02
14469.232,6.42E+02
14498.032,8.99E-02
14498.249,8.99E-02
14502.454,8.96E+00
14502.506,1.58E-05
14502.799,3.71E-01
14503.271,8.96E+00
14503.359,3.71E-01
14503.81,1.58E-05
14510.229,5.18E-05
14512.898,5.18E-05
14518.799,2.14E+03
14519.123,2.14E+03
14523.581,1.63E+01
14525.55,1.63E+01
14537.985,7.76E-06
14541.305,7.76E-06
14545.495,1.11E-02
14545.813,1.11E-02
14547.577,1.12E-05
14549.938,4.04E-02
14550.646,4.04E-02
14552.813,1.12E-05
14563.947,7.78E+02
14564.018,7.78E+02
14599.146,1.08E-03
14599.582,1.08E-03
14603.279,3.52E-03
14604.149,3.52E-03
14604.539,2.17E+03
14605.127,2.17E+03
14608.33,1.32E-03
14608.853,1.32E-03
14609.364,7.45E-05
14609.799,7.45E-05
14610.291,8.87E-04
14610.641,5.12E-05
14610.903,8.87E-04
14611.219,5.12E-05
14613.979,1.84E-02
14614.571,1.84E-02
14616.841,1.21E-02
14617.153,3.34E-06
14617.468,1.21E-02
14617.485,3.34E-06
14617.902,2.33E-06
14618.43,2.33E-06
14626.241,2.01E-01
14626.263,1.59E-06
14626.884,2.01E-01
14627.9,1.59E-06
14630.31,1.28E-01
14630.93,1.28E-01
14631.772,1.19E-07
14631.994,1.19E-07
14632.108,8.40E-08
14632.576,8.40E-08
14633.678,4.86E-06
14636.534,2.49E+00
14636.82,4.86E-06
14637.654,2.49E+00
14645.047,1.72E+00
14645.716,1.72E+00
14650.756,1.05E+00
14651.344,1.05E+00
14653.307,3.38E-09
14653.315,2.42E-09
14653.416,3.38E-09
14653.718,2.42E-09
14655.705,4.30E+00
14658.1,4.30E+00
14659.082,8.14E-05
14659.649,8.14E-05
14662.927,2.42E-04
14663.976,2.42E-04
14664.989,5.65E+02
14665.148,5.65E+02
14670.31,1.14E+01
14670.979,1.14E+01
14678.287,6.67E+00
14678.817,6.67E+00
14681.595,5.57E-11
14681.937,5.57E-11
14697.998,1.35E+03
14698.876,1.35E+03
14701.92,5.81E+01
14702.563,5.81E+01
14713.085,3.21E+01
14713.528,3.21E+01
14725.414,4.81E-06
14726.129,4.81E-06
14728.995,1.34E-05
14730.238,1.34E-05
14731.106,5.39E-07
14734.973,5.39E-07
14739.721,2.26E+02
14740.064,7.70E-07
14740.309,2.26E+02
14746.057,7.70E-07
14755.427,1.16E+02
14755.751,1.16E+02
14762.331,1.37E-07
14764.344,1.37E-07
14769.467,3.94E-07
14772.176,2.82E+02
14772.59,2.82E+02
14773.132,3.94E-07
14781.94,5.72E-01
14783.396,5.72E-01
14783.486,6.57E+02
14783.987,6.57E+02
14798.271,2.26E-07
14799.149,2.26E-07
14799.24,5.97E+02
14799.456,9.45E-01
14800.423,5.97E+02
14801.611,5.86E-07
14802.315,9.45E-01
14803.066,5.86E-07
14805.702,3.07E+02
14805.877,3.07E+02
14832.902,1.37E+03
14833.285,1.37E+03
14864.397,5.68E+02
14864.397,5.68E+02
14877.795,8.33E-09
14878.854,8.33E-09
14880.917,2.06E-08
14882.603,2.06E-08
14885.823,1.02E+02
14886.508,1.02E+02
14887.579,1.76E+03
14887.819,1.76E+03
14908.278,1.96E+02
14909.776,1.96E+02
14911.456,1.02E-08
14913.889,1.02E-08
14918.342,2.77E-08
14922.583,2.77E-08
14931.795,6.40E+02
14931.971,6.40E+02
14938.015,3.18E-08
14939.279,1.09E-01
14941.108,1.09E-01
14942.498,3.18E-08
14955.393,1.74E-01
14958.764,1.74E-01
14964.145,2.47E-10
14965.402,2.47E-10
14967.068,5.78E-10
14969.003,5.78E-10
15006.255,2.72E+01
15007.219,2.72E+01
15025.143,4.86E+01
15026.969,4.86E+01
15052.85,5.19E+02
15052.882,5.19E+02
15055.541,4.75E+03
15055.559,4.75E+03
15057.493,5.85E-12
15058.968,5.85E-12
15060.237,1.31E-11
15062.439,1.31E-11
15063.975,1.53E+02
15064.021,1.53E+02
15068.938,1.65E+03
15068.998,1.65E+03
15074.487,6.51E-10
15077.389,6.51E-10
15082.237,5.73E+01
15082.272,5.73E+01
15088.211,5.18E+02
15088.341,5.18E+02
15107.382,1.90E+01
15107.382,1.90E+01
15109.236,1.74E-02
15111.48,1.74E-02
15113.615,1.39E+02
15113.835,1.39E+02
15124.161,2.71E-02
15128.094,2.71E-02
15133.8,5.44E+00
15135.056,5.44E+00
15139.188,5.16E+00
15139.245,5.16E+00
15145.333,3.07E+01
15145.663,3.07E+01
15149.909,9.19E+00
15152.079,9.19E+00
15158.032,1.09E-13
15159.742,1.09E-13
15177.623,1.12E+00
15177.759,1.12E+00
15183.501,5.56E+00
15183.961,5.56E+00
15187.009,1.05E+03
15187.271,1.05E+03
15222.696,1.90E-01
15222.927,1.90E-01
15228.234,8.15E-01
15228.844,8.15E-01
15240.788,3.52E+03
15241.12,3.52E+03
15268.779,8.26E-01
