Wavelength,Disk,Spheroid,AGN,ObscuredAGN,Total
3.94094160732286e-08,0.00110606888770703,0.00698625868092772,0,0,0.00809232756863475
3.94457302075279e-08,0.00110773172214106,0.00698885098797105,0,0,0.00809658271011211
3.94820778037883e-08,0.00110936116702264,0.00699083080398414,0,0,0.00810019197100677
3.95184588928437e-08,0.00111090966504676,0.00699242692974127,0,0,0.00810333659478803
3.95548735055562e-08,0.00111238078506247,0.00699374992007383,0,0,0.0081061307051363
3.95913216728166e-08,0.00111384099507288,0.00699487133717762,0,0,0.0081087123322505
3.96278034255439e-08,0.00111530114734832,0.00699595521054509,0,0,0.00811125635789341
3.96643187946858e-08,0.00111675449494901,0.00699681014519868,0,0,0.00811356464014769
3.97008678112184e-08,0.0011181945141743,0.00699725161625821,0,0,0.00811544613043251
3.97374505061463e-08,0.00111963193985435,0.00699756754730089,0,0,0.00811719948715524
3.97740669105028e-08,0.00112108028205256,0.00699797588577342,0,0,0.00811905616782597
3.98107170553497e-08,0.00112256170806722,0.0069985945715943,0,0,0.00812115627966153
3.98474009717776e-08,0.00112416555724489,0.00699969744027328,0,0,0.00812386299751817
3.98841186909052e-08,0.00112589169260768,0.00700114741569198,0,0,0.00812703910829966
3.99208702438808e-08,0.00112761509395663,0.00700254703386241,0,0,0.00813016212781903
3.99576556618806e-08,0.00112933864154057,0.00700392849288049,0,0,0.00813326713442106
3.99944749761098e-08,0.00113105687083615,0.00700527609231244,0,0,0.00813633296314859
4.00313282178024e-08,0.00113274277931093,0.0070064524473075,0,0,0.00813919522661843
4.00682154182211e-08,0.00113438869027004,0.00700741694791056,0,0,0.0081418056381806
4.01051366086576e-08,0.0011360362003967,0.0070083748045416,0,0,0.0081444110049383
4.01420918204321e-08,0.00113766900423969,0.00700955287577752,0,0,0.0081472218800172
4.0179081084894e-08,0.00113930926571078,0.00701156457246343,0,0,0.0081508738381742
4.02161044334213e-08,0.00114098865178597,0.00701453538626056,0,0,0.00815552403804654
4.02531618974212e-08,0.00114262819739513,0.00701732091364944,0,0,0.00815994911104457
4.02902535083295e-08,0.00114420181088273,0.0070196977564932,0,0,0.00816389956737593
4.03273792976113e-08,0.00114576497857779,0.00702171389186184,0,0,0.00816747887043963
4.03645392967605e-08,0.00114730134958006,0.007023201950679,0,0,0.00817050330025905
4.04017335373e-08,0.00114892869338583,0.00702500724303178,0,0,0.00817393593641762
4.04389620507819e-08,0.00115056403994983,0.00702676285479915,0,0,0.00817732689474898
4.04762248687873e-08,0.00115218690034327,0.00702822991803381,0,0,0.00818041681837708
4.05135220229264e-08,0.0011537677696186,0.00702933826536819,0,0,0.0081831060349868
4.05508535448384e-08,0.00115534592348672,0.00703041207597399,0,0,0.00818575799946072
4.05882194661918e-08,0.00115708187152711,0.00703215415039425,0,0,0.00818923602192136
4.06256198186844e-08,0.00115893239704143,0.00703425786502356,0,0,0.00819319026206499
4.06630546340429e-08,0.00116076953802346,0.00703602676005558,0,0,0.00819679629807903
4.07005239440234e-08,0.00116258362382132,0.00703738655054054,0,0,0.00819997017436186
4.07380277804113e-08,0.00116439795280774,0.00703872892948294,0,0,0.00820312688229068
4.07755661750213e-08,0.00116620001412365,0.00703998877428892,0,0,0.00820618878841257
4.08131391596972e-08,0.0011679642844882,0.00704101581386844,0,0,0.00820898009835665
4.08507467663125e-08,0.00116970452305104,0.00704189576080871,0,0,0.00821160028385976
4.08883890267698e-08,0.00117140617112522,0.00704258513903682,0,0,0.00821399131016205
4.09260659730011e-08,0.00117304135729823,0.00704310905213259,0,0,0.00821615040943082
4.0963777636968e-08,0.00117465626107056,0.0070436086522598,0,0,0.00821826491333035
4.10015240506613e-08,0.00117625517950853,0.00704419846609275,0,0,0.00822045364560128
4.10393052461016e-08,0.00117780215813049,0.0070448381548639,0,0,0.00822264031299439
4.10771212553388e-08,0.00117935786757571,0.00704562001039104,0,0,0.00822497787796675
4.11149721104522e-08,0.0011809307281721,0.00704648162162424,0,0,0.00822741234979633
4.1152857843551e-08,0.00118247195181108,0.0070472937035064,0,0,0.00822976565531748
4.11907784867737e-08,0.00118398205551115,0.00704858573398672,0,0,0.00823256778949787
4.12287340722886e-08,0.00118548275607419,0.00704986098823899,0,0,0.00823534374431318
4.12667246322936e-08,0.00118696963227367,0.00705083775415029,0,0,0.00823780738642396
4.13047501990161e-08,0.00118849932217232,0.00705201638609244,0,0,0.00824051570826476
4.13428108047135e-08,0.00119017565206788,0.00705397987751899,0,0,0.00824415552958687
4.13809064816725e-08,0.00119195668150798,0.00705615698961549,0,0,0.00824811367112347
4.14190372622101e-08,0.00119369412506624,0.00705793047824817,0,0,0.0082516246033144
4.14572031786726e-08,0.00119540007541733,0.00705953093863001,0,0,0.00825493101404734
4.14954042634363e-08,0.00119711089028949,0.00706119204562927,0,0,0.00825830293591875
4.15336405489074e-08,0.00119885777251606,0.00706278393331648,0,0,0.00826164170583254
4.15719120675218e-08,0.00120063058604457,0.00706412976480971,0,0,0.00826476035085428
4.16102188517455e-08,0.00120236179876005,0.00706522182419159,0,0,0.00826758362295164
4.16485609340741e-08,0.00120403017513323,0.00706577466270024,0,0,0.00826980483783347
4.16869383470335e-08,0.00120566416120967,0.00706596293122777,0,0,0.00827162709243744
4.17253511231794e-08,0.00120729588939971,0.0070660787516773,0,0,0.00827337464107702
4.17637992950974e-08,0.00120892946948547,0.0070661947479385,0,0,0.00827512421742397
4.18022828954033e-08,0.00121050257739701,0.0070660025712997,0,0,0.00827650514869671
4.18408019567428e-08,0.00121205033624472,0.00706566919686494,0,0,0.00827771953310965
4.18793565117918e-08,0.00121358489020376,0.00706527781669259,0,0,0.00827886270689635
4.19179465932564e-08,0.00121510048153351,0.00706508429701924,0,0,0.00828018477855274
4.19565722338725e-08,0.00121658356903498,0.00706494937833505,0,0,0.00828153294737003
4.19952334664066e-08,0.00121807095155799,0.00706483694305547,0,0,0.00828290789461346
4.20339303236549e-08,0.00121956154618368,0.00706472336405729,0,0,0.00828428491024097
4.20726628384444e-08,0.00122101971711929,0.00706458800871187,0,0,0.00828560772583117
4.21114310436318e-08,0.0012225066876901,0.0070647917447094,0,0,0.00828729843239951
4.21502349721045e-08,0.0012240878476434,0.00706535452320462,0,0,0.00828944237084802
4.21890746567797e-08,0.00122567222590521,0.00706583855021311,0,0,0.00829151077611832
4.22279501306057e-08,0.00122729648161551,0.00706678985828531,0,0,0.00829408633990081
4.22668614265603e-08,0.00122896802033814,0.00706851369814146,0,0,0.0082974817184796
4.23058085776524e-08,0.00123063398138033,0.00707007201761766,0,0,0.008300705998998
4.23447916169208e-08,0.00123228655045672,0.00707135554483588,0,0,0.0083036420952926
4.2383810577435e-08,0.00123390201409999,0.00707234745152872,0,0,0.00830624946562871
4.24228654922951e-08,0.00123545297981123,0.0070728624884963,0,0,0.00830831546830754
4.24619563946313e-08,0.00123697268438896,0.00707308656138799,0,0,0.00831005924577694
4.25010833176047e-08,0.00123847949932663,0.00707312758565366,0,0,0.00831160708498029
4.25402462944068e-08,0.00123998070265293,0.0070730795741347,0,0,0.00831306027678764
4.25794453582597e-08,0.00124147054541786,0.00707300485854078,0,0,0.00831447540395864
4.2618680542416e-08,0.00124290897158356,0.00707269680048156,0,0,0.00831560577206513
4.26579518801593e-08,0.00124432970117011,0.00707231524161894,0,0,0.00831664494278905
4.26972594048033e-08,0.00124568763213484,0.00707157493416964,0,0,0.00831726256630447
4.2736603149693e-08,0.00124698788395648,0.00707043811802712,0,0,0.0083174260019836
4.27759831482038e-08,0.00124843332726877,0.00706948545133001,0,0,0.00831791877859878
4.28153994337417e-08,0.00124986679222101,0.00706842713327755,0,0,0.00831829392549856
4.28548520397439e-08,0.00125125725076987,0.00706727418742329,0,0,0.00831853143819317
4.28943409996782e-08,0.00125270399212088,0.00706660680293292,0,0,0.00831931079505381
4.2933866347043e-08,0.00125428512179308,0.00706669248514838,0,0,0.00832097760694146
4.29734281153681e-08,0.00125590814449458,0.00706700152069016,0,0,0.00832290966518474
4.30130263382137e-08,0.00125758449794687,0.00706749685804706,0,0,0.00832508135599393
4.30526610491711e-08,0.00125934682389189,0.00706819326878208,0,0,0.00832754009267398
4.30923322818627e-08,0.00126110925222944,0.00706886136567676,0,0,0.0083299706179062
4.31320400699417e-08,0.00126285557127825,0.00706923461458678,0,0,0.00833209018586503
4.31717844470923e-08,0.00126458772025569,0.00706945897395885,0,0,0.00833404669421453
4.32115654470299e-08,0.00126627808022279,0.00706945678021346,0,0,0.00833573486043625
4.32513831035009e-08,0.00126793397002778,0.00706939889763707,0,0,0.00833733286766486
4.32912374502827e-08,0.00126959608641376,0.00706939502714015,0,0,0.00833899111355391
4.33311285211838e-08,0.00127120834997236,0.00706951990020524,0,0,0.0083407282501776
4.33710563500441e-08,0.00127279777280753,0.00706961913515386,0,0,0.0083424169079614
4.34110209707345e-08,0.00127436253065577,0.00706947660246039,0,0,0.00834383913311616
4.34510224171571e-08,0.00127587060271288,0.00706901499589411,0,0,0.00834488559860699
4.34910607232453e-08,0.00127733237999422,0.00706835093773316,0,0,0.00834568331772738
4.35311359229638e-08,0.00127875970302313,0.00706753930079665,0,0,0.00834629900381978
4.35712480503084e-08,0.00128018852028517,0.00706672901267182,0,0,0.00834691753295699
4.36113971393064e-08,0.00128160028397992,0.00706584625412343,0,0,0.00834744653810335
4.36515832240166e-08,0.00128297838690744,0.00706486293070166,0,0,0.0083478413176091
4.36918063385288e-08,0.00128441165894143,0.00706405009660878,0,0,0.0083484617555502
4.37320665169646e-08,0.00128604408945656,0.00706397033517012,0,0,0.00835001442462668
4.37723637934765e-08,0.00128778861509858,0.00706444128372023,0,0,0.00835222989881882
4.38126982022493e-08,0.00128953118064163,0.0070648607003094,0,0,0.00835439188095102
4.38530697774986e-08,0.00129128432055046,0.00706542697626685,0,0,0.00835671129681731
4.38934785534717e-08,0.00129304719875563,0.00706612843480484,0,0,0.00835917563356047
4.39339245644477e-08,0.00129480151011668,0.00706677132498698,0,0,0.00836157283510366
4.39744078447369e-08,0.00129655133660182,0.00706738252220931,0,0,0.00836393385881113
4.40149284286815e-08,0.00129828209058639,0.00706787451996833,0,0,0.00836615661055471
4.40554863506553e-08,0.00130007111102854,0.00706817926750897,0,0,0.00836825037853751
4.40960816450638e-08,0.00130189883546462,0.00706815916348854,0,0,0.00837005799895316
4.4136714346344e-08,0.00130364904315118,0.00706770111665579,0,0,0.00837135015980697
4.41773844889648e-08,0.00130538873342825,0.00706714758612106,0,0,0.00837253631954931
4.42180921074269e-08,0.00130712986936853,0.00706658883426546,0,0,0.00837371870363399
4.42588372362626e-08,0.00130885991935438,0.00706606145594291,0,0,0.00837492137529729
4.42996199100364e-08,0.00131050679741273,0.00706508762048771,0,0,0.00837559441790045
4.43404401633441e-08,0.00131210916396841,0.00706385955699798,0,0,0.00837596872096639
4.43812980308138e-08,0.00131371080985892,0.00706257976507505,0,0,0.00837629057493397
4.44221935471055e-08,0.00131529588915795,0.00706114253657439,0,0,0.00837643842573234
4.44631267469108e-08,0.00131687967193578,0.00705969246367894,0,0,0.00837657213561472
4.45040976649537e-08,0.00131856927449774,0.00705872240371521,0,0,0.00837729167821296
4.45451063359898e-08,0.0013203863637769,0.0070583020880774,0,0,0.0083786884518543
4.45861527948071e-08,0.00132227536908101,0.00705830924970702,0,0,0.00838058461878803
4.46272370762253e-08,0.00132418478885779,0.00705873888343003,0,0,0.00838292367228782
4.46683592150963e-08,0.00132602433182119,0.00705914723832002,0,0,0.00838517157014121
4.47095192463044e-08,0.00132784466780803,0.0070595465008444,0,0,0.00838739116865242
4.47507172047656e-08,0.00132967088430867,0.00705997797484655,0,0,0.00838964885915522
4.47919531254284e-08,0.00133150398883893,0.00706046339122926,0,0,0.00839196738006819
4.48332270432733e-08,0.00133323206502108,0.00706058539224235,0,0,0.00839381745726342
4.48745389933132e-08,0.00133491375866614,0.00706058512271122,0,0,0.00839549888137736
4.49158890105932e-08,0.00133658440035996,0.00706056575940393,0,0,0.00839715015976389
4.49572771301906e-08,0.00133824597708473,0.0070604383593647,0,0,0.00839868433644942
4.49987033872151e-08,0.0013398861931235,0.0070600897692938,0,0,0.0083999759624173
4.50401678168087e-08,0.00134151873057298,0.00705965625681944,0,0,0.00840117498739242
4.5081670454146e-08,0.0013431490613681,0.00705918618175906,0,0,0.00840233524312716
4.51232113344337e-08,0.00134470731913339,0.00705850862005618,0,0,0.00840321593918957
4.51647904929112e-08,0.00134613310488389,0.00705710518112284,0,0,0.00840323828600673
4.52064079648501e-08,0.0013475261210305,0.00705543926074784,0,0,0.00840296538177835
4.52480637855548e-08,0.00134889799807178,0.00705367009314167,0,0,0.00840256809121345
4.5289757990362e-08,0.00135026375746981,0.00705179951300716,0,0,0.00840206327047698
4.53314906146412e-08,0.00135169656339164,0.00705012305037314,0,0,0.00840181961376479
4.53732616937942e-08,0.00135320734809532,0.00704878632418808,0,0,0.0084019936722834
4.54150712632554e-08,0.00135471674854337,0.00704747721052974,0,0,0.0084021939590731
4.54569193584925e-08,0.0013564918142184,0.00704666187889539,0,0,0.00840315369311379
4.54988060150049e-08,0.00135837587169742,0.00704630151664489,0,0,0.00840467738834231
4.55407312683254e-08,0.00136025953894531,0.00704587539565951,0,0,0.00840613493460481
4.55826951540195e-08,0.00136214424399889,0.00704543424331252,0,0,0.00840757848731141
4.56246977076851e-08,0.00136399833434375,0.00704489348419061,0,0,0.00840889181853435
4.56667389649532e-08,0.00136578634738656,0.00704415106577728,0,0,0.00840993741316384
4.57088189614875e-08,0.00136756942571155,0.00704336210335894,0,0,0.00841093152907049
4.57509377329848e-08,0.00136937891364932,0.00704267070542339,0,0,0.00841204961907271
4.57930953151744e-08,0.00137117817447245,0.00704189438954141,0,0,0.00841307256401386
4.58352917438189e-08,0.00137290453580281,0.00704095558926812,0,0,0.00841386012507093
4.58775270547136e-08,0.00137455444681266,0.00703977689742192,0,0,0.00841433134423458
4.59198012836869e-08,0.00137619239295025,0.00703853189778872,0,0,0.00841472429073898
4.59621144666001e-08,0.00137783889527535,0.00703741037621333,0,0,0.00841524927148867
4.60044666393478e-08,0.00137947966405103,0.00703624612139772,0,0,0.00841572578544875
4.60468578378574e-08,0.00138105305477931,0.0070350659575897,0,0,0.00841611901236901
4.60892880980895e-08,0.00138251598959935,0.00703357791239504,0,0,0.00841609390199438
4.61317574560379e-08,0.00138396360508564,0.00703200038820131,0,0,0.00841596399328696
4.61742659477295e-08,0.00138546291236587,0.00703054482258929,0,0,0.00841600773495517
4.62168136092244e-08,0.00138702303760692,0.00702925497592264,0,0,0.00841627801352956
4.62594004766161e-08,0.00138856499917724,0.00702781825342378,0,0,0.00841638325260102
4.63020265860309e-08,0.00139008551728272,0.0070261652917766,0,0,0.00841625080905932
4.63446919736288e-08,0.00139164334058218,0.00702467334299319,0,0,0.00841631668357537
4.63873966756031e-08,0.00139328138164934,0.00702375241098438,0,0,0.00841703379263372
4.64301407281804e-08,0.00139492511435297,0.00702289604009494,0,0,0.00841782115444791
4.64729241676204e-08,0.00139654349906007,0.00702207729594474,0,0,0.00841862079500481
4.65157470302167e-08,0.0013981090041274,0.00702111808970182,0,0,0.00841922709382923
4.65586093522959e-08,0.00139966404904443,0.00702012445981077,0,0,0.0084197885088552
4.66015111702184e-08,0.00140120626095582,0.00701909409735756,0,0,0.00842030035831338
4.6644452520378e-08,0.00140269854586412,0.0070178629852872,0,0,0.00842056153115132
4.66874334392019e-08,0.00140409697921495,0.00701631792297374,0,0,0.00842041490218869
4.6730453963151e-08,0.00140546363105681,0.0070146666832695,0,0,0.0084201303143263
4.67735141287198e-08,0.00140694991731113,0.00701327221603115,0,0,0.00842022213334228
4.68166139724364e-08,0.00140844866429967,0.00701182131364681,0,0,0.00842026997794648
4.68597535308626e-08,0.00140991258270079,0.0070101679239455,0,0,0.00842008050664629
4.69029328405937e-08,0.00141136721459913,0.00700838341642856,0,0,0.00841975063102769
4.69461519382591e-08,0.00141308880749377,0.00700652328870698,0,0,0.00841961209620075
4.69894108605215e-08,0.00141482770146329,0.00700455640293559,0,0,0.00841938410439888
4.70327096440777e-08,0.00141669351365352,0.00700280157447494,0,0,0.00841949508812846
4.70760483256584e-08,0.00141867971992855,0.00700148072219619,0,0,0.00842016044212474
4.71194269420276e-08,0.00142067325514887,0.00700022487595724,0,0,0.00842089813110611
4.71628455299838e-08,0.00142266870091105,0.00699896646306423,0,0,0.00842163516397528
4.72063041263591e-08,0.00142466613610207,0.00699770678961184,0,0,0.00842237292571391
4.72498027680195e-08,0.00142667261637849,0.00699650475654748,0,0,0.00842317737292597
4.72933414918652e-08,0.00142872143544873,0.00699563894136686,0,0,0.00842436037681559
4.73369203348302e-08,0.00143079024778104,0.00699508240377563,0,0,0.00842587265155667
4.73805393338826e-08,0.00143280629863741,0.00699431798602475,0,0,0.00842712428466215
4.74241985260245e-08,0.0014348064206927,0.00699338873917351,0,0,0.00842819515986621
4.74678979482922e-08,0.00143678586917453,0.00699237611997091,0,0,0.00842916198914544
4.75116376377562e-08,0.00143870906116484,0.00699123552020484,0,0,0.00842994458136968
4.75554176315208e-08,0.0014403653349335,0.00698979088535274,0,0,0.00843015622028625
4.7599237966725e-08,0.001441928963586,0.00698823102298282,0,0,0.00843015998656881
4.76430986805416e-08,0.00144358411330696,0.00698697604812933,0,0,0.00843056016143628
4.76869998101778e-08,0.00144524866785807,0.00698582262832959,0,0,0.00843107129618766
4.77309413928751e-08,0.00144691795479792,0.00698467548392335,0,0,0.00843159343872127
4.77749234659094e-08,0.00144867955951198,0.00698365795274939,0,0,0.00843233751226137
4.78189460665908e-08,0.00145046317178427,0.00698247787624836,0,0,0.00843294104803263
4.78630092322638e-08,0.00145222437332975,0.00698105342036194,0,0,0.00843327779369169
4.79071130003074e-08,0.00145400550966172,0.00697965995246649,0,0,0.00843366546212821
4.7951257408135e-08,0.0014558298641267,0.00697836408362141,0,0,0.00843419394774811
4.79954424931945e-08,0.00145764154643378,0.00697685672343748,0,0,0.00843449826987125
4.8039668292968e-08,0.00145921835338064,0.00697483502868162,0,0,0.00843405338206226
4.80839348449729e-08,0.00146075673267104,0.00697273817602187,0,0,0.00843349490869291
4.81282421867603e-08,0.00146229543858257,0.00697063355424102,0,0,0.00843292899282359
4.81725903559163e-08,0.00146383703108372,0.00696852345200102,0,0,0.00843236048308474
4.82169793900618e-08,0.00146537579563778,0.00696648205974872,0,0,0.0084318578553865
4.82614093268521e-08,0.00146690496478636,0.00696465456661032,0,0,0.00843155953139669
4.83058802039773e-08,0.00146846805269414,0.0069631748238995,0,0,0.00843164287659364
4.83503920591621e-08,0.00147002718841508,0.00696167247980669,0,0,0.00843169966822177
4.83949449301663e-08,0.00147155280393051,0.00696011835377792,0,0,0.00843167115770842
4.8439538854784e-08,0.00147308307968307,0.00695860292018866,0,0,0.00843168599987172
4.84841738708446e-08,0.001474640544925,0.00695719194903466,0,0,0.00843183249395966
4.85288500162121e-08,0.001476559654966,0.00695583372867219,0,0,0.00843239338363819
4.85735673287854e-08,0.0014785548870426,0.00695432506112987,0,0,0.00843287994817246
4.86183258464984e-08,0.00148058589810677,0.006952850251987,0,0,0.00843343615009377
4.86631256073199e-08,0.00148269360329615,0.0069515108129199,0,0,0.00843420441621605
4.87079666492537e-08,0.00148482559359393,0.00695022573788578,0,0,0.00843505133147971
4.87528490103386e-08,0.00148694679367853,0.00694884871450199,0,0,0.00843579550818053
4.87977727286486e-08,0.00148876126620176,0.00694665369956227,0,0,0.00843541496576403
4.88427378422926e-08,0.00149052826502598,0.00694431034345771,0,0,0.00843483860848369
4.88877443894144e-08,0.0014923199351472,0.00694206344000975,0,0,0.00843438337515695
4.89327924081938e-08,0.00149408732734647,0.00693976415023309,0,0,0.00843385147757956
4.89778819368447e-08,0.00149581638180624,0.00693725741114541,0,0,0.00843307379295165
4.90230130136169e-08,0.00149770998257677,0.0069349310043544,0,0,0.00843264098693117
4.90681856767952e-08,0.00149978727524419,0.00693294586631061,0,0,0.0084327331415548
4.91133999646998e-08,0.00150186668155091,0.00693095906474503,0,0,0.00843282574629594
4.91586559156862e-08,0.00150370772679894,0.00692874840494488,0,0,0.00843245613174382
4.92039535681451e-08,0.00150539887347291,0.0069264799881479,0,0,0.00843187886162081
4.92492929605027e-08,0.00150710433387134,0.00692451064173344,0,0,0.00843161497560478
4.92946741312206e-08,0.00150883215158606,0.00692287210308497,0,0,0.00843170425467103
4.93400971187958e-08,0.00151050804019426,0.00692112297802808,0,0,0.00843163101822234
4.93855619617608e-08,0.00151220229047369,0.00691943200117351,0,0,0.0084316342916472
4.94310686986835e-08,0.00151396994894882,0.00691794438587299,0,0,0.00843191433482181
4.94766173681676e-08,0.00151574569815587,0.006916485346753,0,0,0.00843223104490886
4.95222080088521e-08,0.00151755515025194,0.00691501531944357,0,0,0.00843257046969551
4.95678406594118e-08,0.001519430205607,0.00691364057138609,0,0,0.00843307077699308
4.96135153585569e-08,0.001521314995598,0.0069123200642925,0,0,0.0084336350598905
4.96592321450336e-08,0.00152308157990163,0.0069107425181402,0,0,0.00843382409804183
4.97049910576235e-08,0.00152461289851588,0.00690859794888923,0,0,0.0084332108474051
4.9750792135144e-08,0.00152610511292484,0.00690627994332925,0,0,0.0084323850562541
4.97966354164486e-08,0.00152787259446937,0.0069045058458275,0,0,0.00843237844029687
4.98425209404259e-08,0.00152995568950224,0.00690339537915418,0,0,0.00843335106865642
4.98884487460013e-08,0.00153209762763068,0.00690223840746849,0,0,0.00843433603509917
4.9934418872135e-08,0.00153426142437101,0.0069010157541509,0,0,0.00843527717852191
4.9980431357824e-08,0.00153642533099555,0.00689978050765647,0,0,0.00843620583865203
5.00264862421006e-08,0.00153831359234225,0.00689788982636588,0,0,0.00843620341870813
5.00725835640335e-08,0.00153999302235972,0.00689544851948476,0,0,0.00843544154184448
5.01187233627272e-08,0.00154163368836986,0.00689279328069152,0,0,0.00843442696906138
5.01649056773223e-08,0.00154327132574432,0.00689011549227936,0,0,0.00843338681802368
5.02111305469954e-08,0.00154496769709247,0.00688749082601607,0,0,0.00843245852310854
5.02573980109591e-08,0.0015470625881368,0.00688496333244496,0,0,0.00843202592058175
5.03037081084625e-08,0.00154921925752878,0.00688278037679028,0,0,0.00843199963431907
5.03500608787905e-08,0.00155146125902509,0.00688098191979425,0,0,0.00843244317881935
5.03964563612643e-08,0.00155370595951035,0.00687917790331934,0,0,0.00843288386282969
5.04428945952414e-08,0.00155595694885684,0.00687740395796369,0,0,0.00843336090682053
5.04893756201155e-08,0.00155823290747991,0.00687568638926945,0,0,0.00843391929674936
5.05358994753167e-08,0.00156050297810935,0.00687383352747093,0,0,0.00843433650558028
5.05824662003114e-08,0.00156264144784223,0.00687158628127043,0,0,0.00843422772911267
5.06290758346021e-08,0.00156549435178788,0.00687066033422916,0,0,0.00843615468601703
5.06757284177282e-08,0.00156897089121274,0.00687095488179221,0,0,0.00843992577300495
5.07224239892651e-08,0.00157274163018533,0.00687189208725477,0,0,0.0084446337174401
5.07691625888249e-08,0.00157672635504403,0.00687327953046454,0,0,0.00845000588550857
5.08159442560561e-08,0.00158042193596384,0.00687415715661071,0,0,0.00845457909257455
5.08627690306437e-08,0.00158379273945784,0.00687444152344849,0,0,0.00845823426290632
5.09096369523094e-08,0.00158683832422306,0.00687461584238982,0,0,0.00846145416661288
5.09565480608115e-08,0.00158975359331827,0.00687471257484201,0,0,0.00846446616816028
5.10035023959447e-08,0.00159266358957021,0.00687469329652454,0,0,0.00846735688609475
5.10504999975407e-08,0.00159556178117211,0.00687457017021587,0,0,0.00847013195138798
5.10975409054676e-08,0.00159842447842779,0.0068741688259051,0,0,0.00847259330433289
5.11446251596305e-08,0.0016012767222843,0.00687361880409604,0,0,0.00847489552638034
5.11917527999711e-08,0.00160412244421842,0.00687303269251113,0,0,0.00847715513672955
5.1238923866468e-08,0.00160583790127965,0.00687019181109169,0,0,0.00847602971237134
5.12861383991365e-08,0.00160732777228069,0.00686695199367554,0,0,0.00847427976595623
5.13333964380289e-08,0.00160882991758344,0.00686387282188667,0,0,0.00847270273947012
5.13806980232344e-08,0.00161038086540208,0.00686117932596897,0,0,0.00847156019137105
5.14280431948792e-08,0.0016132315328788,0.00686121989072909,0,0,0.00847445142360789
5.14754319931262e-08,0.00161709281919585,0.00686321018043083,0,0,0.00848030299962668
5.15228644581756e-08,0.00162096962266771,0.00686517982262385,0,0,0.00848614944529156
5.15703406302646e-08,0.00162466564932077,0.00686666536926989,0,0,0.00849133101859066
5.16178605496672e-08,0.00162845255841516,0.00686827082542427,0,0,0.00849672338383943
5.16654242566951e-08,0.00163249700850537,0.00687036142262324,0,0,0.00850285843112861
5.17130317916962e-08,0.0016365741783984,0.00687252244215291,0,0,0.00850909662055132
5.17606831950568e-08,0.00164033727222231,0.0068740864403922,0,0,0.00851442371261452
5.18083785071993e-08,0.00164394470600468,0.00687539115094096,0,0,0.00851933585694564
5.1856117768584e-08,0.00164754481762049,0.00687662278919871,0,0,0.0085241676068192
5.19039010197083e-08,0.00165114402617702,0.00687783820337691,0,0,0.00852898222955393
5.19517283011068e-08,0.00165473857802132,0.00687900169867903,0,0,0.00853374027670036
5.19995996533516e-08,0.00165833307831169,0.00688016096568323,0,0,0.00853849404399492
5.20475151170523e-08,0.00166042249974466,0.00687827641073919,0,0,0.00853869891048385
5.20954747328555e-08,0.00166236355747583,0.00687512558577507,0,0,0.0085374891432509
5.21434785414458e-08,0.00166437656904809,0.00687180835979546,0,0,0.00853618492884354
5.21915265835448e-08,0.00166639043908127,0.00686843261762274,0,0,0.00853482305670402
5.2239618899912e-08,0.00166838051248067,0.00686485928077627,0,0,0.00853323979325694
5.22877555313441e-08,0.00167039066444271,0.00686128806871099,0,0,0.0085316787331537
5.23359365186758e-08,0.00167285849536624,0.00685863206608822,0,0,0.00853149056145446
5.23841619027791e-08,0.0016765737883863,0.00685853664578076,0,0,0.00853511043416707
5.24324317245637e-08,0.00168088817604866,0.00685975785042998,0,0,0.00854064602647864
5.24807460249772e-08,0.0016851622778639,0.00686111111283539,0,0,0.00854627339069929
5.25291048450048e-08,0.00168926429834767,0.00686219497769026,0,0,0.00855145927603793
5.25775082256694e-08,0.0016934517629199,0.0068634250981164,0,0,0.0085568768610363
5.26259562080318e-08,0.00169788202166853,0.00686515254746994,0,0,0.00856303456913847
5.26744488331907e-08,0.00170230149627579,0.00686679219288795,0,0,0.00856909368916374
5.27229861422823e-08,0.00170641199969746,0.00686769947632452,0,0,0.00857411147602198
5.27715681764812e-08,0.00171006838922784,0.0068682818823785,0,0,0.00857835027160634
5.28201949769998e-08,0.00171352900350467,0.00686897186971018,0,0,0.00858250087321486
5.28688665850881e-08,0.00171692894014332,0.00686961353706169,0,0,0.00858654247720501
5.29175830420347e-08,0.00172031435446027,0.00687014594793702,0,0,0.00859046030239729
5.29663443891658e-08,0.00172314035965764,0.00686945446308005,0,0,0.00859259482273769
5.30151506678459e-08,0.00172465001681201,0.00686611516590071,0,0,0.00859076518271272
5.30640019194775e-08,0.00172575467484289,0.00686209325237539,0,0,0.00858784792721828
5.31128981855013e-08,0.00172684183799444,0.00685791919285104,0,0,0.00858476103084548
5.31618395073963e-08,0.00172799067710696,0.00685378589131224,0,0,0.00858177656841921
5.32108259266794e-08,0.00172913837474236,0.00684965260718981,0,0,0.00857879098193217
5.32598574849062e-08,0.00173028212873268,0.00684552150080366,0,0,0.00857580362953634
5.33089342236701e-08,0.00173196626320053,0.00684249686201006,0,0,0.00857446312521059
5.33580561846033e-08,0.00173474325497379,0.00684164620905745,0,0,0.00857638946403124
5.34072234093761e-08,0.00173802109816919,0.00684176677425947,0,0,0.00857978787242866
5.34564359396971e-08,0.00174130735418731,0.00684183408129393,0,0,0.00858314143548124
